licence,token,company,type,company_reg,issued,expires,revoked_on,status
OGL/2024/920/0382,382,Coinbar N.V.,B2C,148533,"September 13, 2025","March 13, 2026",,active
OGL/2024/662/1015,1015,Caribbean Vista Media B.V.,B2B,165560,"September 13, 2025","March 13, 2026",,active
OGL/2024/1181/0851,851,Gammix STS B.V.,B2B,125471,"September 12, 2025","March 12, 2026",,active
OGL/2024/1832/1171,1171,99 Services B.V.,B2C,166791,"September 12, 2025","March 12, 2026",,active
OGL/2024/1323/0734,734,Galactic Investments B.V.,B2C,157483,"September 12, 2025","March 12, 2026",,active
OGL/2024/1618/0998,998,Oddcraze N.V.,B2C,163263,"September 12, 2025","March 12, 2026",,active
OGL/2024/1191/0663,663,HNA Gaming B.V.,B2C,162383,"September 12, 2025","March 12, 2026",,active
OGL/2024/1514/1226,1226,Recomby B.V.,B2B,166584,"September 12, 2025","March 12, 2026",,active
OGL/2024/2331/1197,1197,NetGame Entertainment N.V.,B2B,127096,"September 12, 2025","March 12, 2026",,active
OGL/2024/898/0783,783,GT Holding B.V.,B2C,156734,"September 12, 2025","March 12, 2026",,active
OGL/2024/806/0275,275,Tech Synergy B.V.,B2C,165620,"September 12, 2025","March 12, 2026",,active
OGL/2024/244/0341,341,JarvisDelivery B.V.,B2C,154900,"September 12, 2025","March 12, 2026",,active
OGL/2024/999/0482,482,Deck Entertainment B.V.,B2C,144851,"September 12, 2025","March 12, 2026",,active
OGL/2024/1397/0784,784,Grrr Tech B.V.,B2B,166739,"September 12, 2025","March 12, 2026",,active
OGL/2024/232/0307,307,Shapefy B.V.,B2C,155580,"September 10, 2025","March 10, 2026",,active
OGL/2024/1619/0872,872,Superbet88 International N.V.,B2C,161859,"September 9, 2025","March 9, 2026",,active
OGL/2024/385/0332,332,Bonus Operations N.V.,B2C,161022,"September 9, 2025","March 9, 2026",,active
OGL/2024/825/1106,1106,OnlineGaming Soft B.V.,B2C,152926,"September 7, 2025","March 7, 2026",,active
OGL/2024/2161/1158,1158,Religa B.V.,B2B,168011,"September 7, 2025","March 7, 2026",,active
OGL/2024/620/0878,878,Equinox Holding N.V.,B2C,164926,"September 7, 2025","March 7, 2026",,active
OGL/2024/665/0201,201,Bittech B.V.,B2C,153870,"September 7, 2025","March 7, 2026",,active
OGL/2024/181/0181,181,New Era B.V.,B2C,157707,"September 7, 2025","March 7, 2026",,active
OGL/2024/774/0362,362,Owl In N.V.,B2C,151201,"September 7, 2025","March 7, 2026",,active
OGL/2024/815/0653,653,Poligon Entertainment N.V.,B2C,132517,"September 7, 2025","March 7, 2026",,active
OGL/2024/1443/0692,692,Mystech Entertainment B.V.,B2C,157894,"September 7, 2025","March 7, 2026",,active
OGL/2024/107/0914,914,YouGMedia B.V.,B2C,153269,"September 7, 2025","March 7, 2026",,active
OGL/2024/190/0180,180,PP Solutions N.V.,B2B,164235,"September 7, 2025","March 7, 2026",,active
OGL/2024/751/0208,208,Creative Active Technology N.V.,B2C,165799,"September 7, 2025","March 7, 2026",,active
OGL/2024/1581/0803,803,Temple Holdings N.V.,B2C,159511,"September 7, 2025","March 7, 2026",,active
OGL/2024/587/0621,621,1Win N.V.,B2C,147039,"September 6, 2025","March 6, 2026",,active
OGL/2024/401/0680,680,Zeno Club B.V.,B2C,154987,"September 5, 2025","March 5, 2026",,active
OGL/2024/884/0471,471,Webmedia Development N.V.,B2C,130645,"September 5, 2025","March 5, 2026",,active
OGL/2024/1968/1134,1134,Inaxis N.V.,B2C,166861,"September 5, 2025","March 5, 2026",,active
OGL/2024/1312/0525,525,Digibet N.V.,B2C,158812,"September 3, 2025","March 3, 2026",,active
OGL/2024/1969/1113,1113,SparkTech N.V.,B2C,166173,"September 3, 2025","March 3, 2026",,active
OGL/2024/1347/0683,683,S3 Tech N.V.,B2C,154961,"September 3, 2025","March 3, 2026",,active
OGL/2024/1383/0619,619,Vivardo N.V.,B2C,149436,"September 3, 2025","March 3, 2026",,active
OGL/2024/1681/0917,917,Twins Games N.V.,B2C,165516,"September 3, 2025","March 3, 2026",,active
OGL/2024/1313/0727,727,Dynamik Marketing B.V.,B2C,154613,"September 3, 2025","March 3, 2026",,active
OGL/2024/1052/0508,508,Gravity Unleashed B.V.,B2C,165275,"September 2, 2025","March 2, 2026",,active
OGL/2023/187/0094,94,Pegasus 19 B.V.,B2C,155305,"September 2, 2025","March 2, 2026",,active
OGL/2024/1638/1028,1028,Genius Touch B.V.,B2C,160903,"August 28, 2025","February 28, 2026",,active
OGL/2024/795/0241,241,CyberFusion B.V.,B2C,166089,"August 28, 2025","February 28, 2026",,active
OGL/2024/1328/0739,739,Happyluck B.V.,B2C,147343,"August 27, 2025","February 27, 2026",,active
OGL/2024/2279/1202,1202,Keep On Entertainment N.V.,B2C,168271,"August 22, 2025","February 22, 2026",,active
OGL/2024/2252/1179,1179,Raining Games N.V.,B2C,160905,"August 22, 2025","February 22, 2026",,active
OGL/2024/793/0757,757,Leopard B.V.,B2C,166227,"August 22, 2025","February 22, 2026",,active
OGL/2024/1184/1010,1010,WiselnNet Technologies B.V.,B2C,165591,"August 22, 2025","February 22, 2026",,active
OGL/2024/478/0152,152,West End Gaming B.V.,B2C,161730,"August 13, 2025","February 13, 2026",,active
OGL/2024/1194/0723,723,Globis N.V.,B2C,155962,"August 12, 2025","February 12, 2026",,active
OGL/2024/547/0446,446,NovaWave Technology N.V.,B2C,162293,"August 12, 2025","February 12, 2026",,active
OGL/2024/1578/0800,800,Maxi Technology N.V.,B2C,162443,"August 12, 2025","February 12, 2026",,active
OGL/2024/1293/0543,543,SM Tech B.V.,B2C,151006,"August 12, 2025","February 12, 2026",,active
OGL/2024/956/0417,417,Legacy Eight Curacao N.V.,B2C,142227,"August 7, 2025","February 7, 2026",,active
OGL/2024/821/1033,1033,Clubhouse Media N.V.,B2C,145680,"August 5, 2025","February 5, 2026",,active
OGL/2024/1491/0943,943,Geminilab N.V.,B2B,161235,"August 4, 2025","February 4, 2026",,active
OGL/2024/941/0391,391,Fitzgerald Industries Group N.V.,B2C,124213,"August 1, 2025","February 1, 2026",,active
OGL/2024/1441/0693,693,Losartez B.V.,B2C,165583,"July 31, 2025","January 31, 2026",,active
OGL/2024/197/0481,481,Palau Holdings N.V.,B2C,140044,"July 24, 2025","January 24, 2026",,active
OGL/2024/758/0228,228,Goodwin N.V.,B2C,151353,"July 24, 2025","January 24, 2026",,active
OGL/2024/1650/0921,921,Double Entertainment N.V.,B2C,161218,"July 23, 2025","January 23, 2026",,active
OGL/2024/1339/0864,864,Media 21 B.V.,B2C,157422,"July 22, 2025","January 22, 2026",,active
OGL/2024/867/0414,414,Skysea Tech N.V.,B2C,144211,"July 22, 2025","January 22, 2026",,active
OGL/2024/1594/0956,956,Amaterasu N.V.,B2C,163940,"July 22, 2025","January 22, 2026",,active
OGL/2024/1534/0834,834,Audeo N.V.,B2C,127564,"July 22, 2025","January 22, 2026",,active
OGL/2024/1743/0960,960,Raeen Exchange N.V.,B2C,155342,"July 22, 2025","January 22, 2026",,active
OGL/2024/295/0600,600,Highbet B.V.,B2C,148202,"July 21, 2025","January 21, 2026",,assessment in progress
OGL/2024/601/0623,623,Pinbit N.V.,B2C,143584,"July 17, 2025","January 17, 2026",,assessment in progress
OGL/2024/551/0622,622,Moonlight N.V.,B2C,143585,"July 17, 2025","January 17, 2026",,assessment in progress
OGL/2024/762/0569,569,Apex Analytica N.V.,B2C,149969,"July 17, 2025","January 17, 2026",,assessment in progress
OGL/2024/1121/1020,1020,IntellogixSoft B.V.,B2C,164650,"July 16, 2025","January 16, 2026",,assessment in progress
OGL/2024/225/0601,601,Optim Development B.V.,B2C,154511,"July 16, 2025","January 16, 2026",,assessment in progress
OGL/2024/240/0682,682,Common Square N.V.,B2C,164744,"July 14, 2025","January 14, 2026",,assessment in progress
OGL/2024/894/1037,1037,Codex B.V.,B2C,160873,"July 14, 2025","January 14, 2026",,assessment in progress
OGL/2024/1600/0861,861,Glory Multimedia B.V.,B2C,158655,"July 14, 2025","January 14, 2026",,assessment in progress
OGL/2024/600/0262,262,JER-Team N.V.,B2C,160979,"July 14, 2025","January 14, 2026",,assessment in progress
OGL/2024/398/0495,495,Kallila N.V.,B2C,163871,"July 14, 2025","January 14, 2026",,assessment in progress
OGL/2024/651/0285,285,Torrero Platform N.V.,B2B,162912,"July 14, 2025","January 14, 2026",,assessment in progress
OGL/2024/303/300,300,Lotostorm B.V.,B2C,163910,"July 14, 2025","January 14, 2026",,assessment in progress
OGL/2024/234/0315,315,Marcentra Corporation N.V.,B2C,151335,"July 14, 2025","January 14, 2026",,assessment in progress
OGL/2024/511/0630,630,Gameplay International B.V.,B2C,148409,"July 14, 2025","January 14, 2026",,assessment in progress
OGL/2024/1580/0801,801,Mic Group Entertainment N.V.,B2C,160504,"July 14, 2025","January 14, 2026",,assessment in progress
OGL/2024/1087/0807,807,Winna B.V.,B2C,163884,"July 14, 2025","January 14, 2026",,assessment in progress
OGL/2024/372/0322,322,Seven Investments America N.V.,B2C,152581,"July 14, 2025","January 14, 2026",,assessment in progress
OGL/2024/1603/0850,850,Joyeux B.V.,B2C,166782,"July 9, 2025","January 9, 2026",,assessment in progress
OGL/2024/369/0568,568,Hazarion N.V.,B2C,140326,"July 9, 2025","January 9, 2026",,assessment in progress
OGL/2024/905/0374,374,Abudantia B.V.,B2C,126608,"July 7, 2025","January 7, 2026",,assessment in progress
OGL/2024/625/0719,719,Connaught Media B.V.,B2C,145098,"July 7, 2025","January 7, 2026",,assessment in progress
OGL/2024/1123/0641,641,Y Enterprises B.V.,B2C,158266,"July 3, 2025","January 3, 2026",,active
OGL/2024/1149/0634,634,AMNM B.V.,B2C,159446,"July 3, 2025","January 3, 2026",,active
OGL/2024/1186/1127,1127,Encode Digital B.V.,B2C,158289,"July 3, 2025","January 3, 2026",,active
OGL/2024/1944/1124,1124,Horizonix Corp N.V.,B2C,166811,"July 3, 2025","January 3, 2026",,active
OGL/2024/940/0485,485,Momo Entertainment B.V.,B2C,160871,"July 3, 2025","January 3, 2026",,active
OGL/2024/1748/0967,967,Cosmos Interactive Entertainment N.V.,B2C,161708,"July 3, 2025","January 3, 2026",,active
OGL/2024/2065/1133,1133,Halfsquare B.V.,B2B,166999,"July 1, 2025","January 1, 2026",,active
OGL/2024/1346/1000,1000,Slicemedia B.V.,B2C,145203,"July 1, 2025","January 1, 2026",,active
OGL/2024/668/0844,844,Disrupt Entertainment Limited N.V.,B2C,140327,"July 1, 2025","January 1, 2026",,active
OGL/2024/823/0990,990,Betplay B.V.,B2B,147087,"July 1, 2025","January 1, 2026",,active
OGL/2024/1329/0629,629,Castianes B.V.,B2C,159965,"June 27, 2025","December 27, 2025",,assessment in progress
OGL/2024/674/0714,714,Caravan Media B.V.,B2C,146989,"June 27, 2025","December 27, 2025",,assessment in progress
OGL/2024/1994/1120,1120,UnityBet B.V.,B2C,166841,"June 27, 2025","December 27, 2025",,assessment in progress
OGL/2024/334/0243,243,Complex Technologies B.V.,B2C,153939,"June 24, 2025","December 24, 2025",,assessment in progress
OGL/2024/375/0657,657,Cre8 B.V.,B2C,162294,"June 24, 2025","December 24, 2025",,assessment in progress
OGL/2024/1162/0455,455,Sonne N.V.,B2C,163610,"June 24, 2025","December 24, 2025",,assessment in progress
OGL/2024/698/0579,579,Brindisa Media N.V.,B2C,135958,"June 24, 2025","December 24, 2025",,assessment in progress
OGL/2024/139/0125,125,Trickless N.V,B2C,160941,"June 24, 2025","December 24, 2025",,assessment in progress
OGL/2024/750/0202,202,Fun Fusion N.V.,B2C,156583,"June 24, 2025","December 24, 2025",,assessment in progress
OGL/2024/903/0373,373,Green Platform N.V.,B2B,162074,"June 24, 2025","December 24, 2025",,assessment in progress
OGL/2024/376/0148,148,CW Marketing B.V.,B2C,143854,"June 24, 2025","December 24, 2025",,assessment in progress
OGL/2024/863/0412,412,Pomadorro N.V.,B2C,131629,"June 24, 2025","December 24, 2025",,assessment in progress
OGL/2024/865/0413,413,Pretense Flip N.V.,B2C,160797,"June 24, 2025","December 24, 2025",,assessment in progress
OGL/2024/1281/0536,536,Humble Interactive Services N.V.,B2C,159312,"June 24, 2025","December 24, 2025",,assessment in progress
OGL/2024/1630/1008,1008,Investan N.V.,B2C,153108,"June 24, 2025","December 24, 2025",,assessment in progress
